"SamplingSize","SampleID","minsplit","minbucket","maxdepth","complexity","Metrics","AvgSampleDistance","ValidError","GeneralizedError","ASEMeanError","ModelTime"
"52","1","5","2","30","0.001","PERF1","6738.19088201495","12.4684225948662","26.6299644119246","25.3594251205755","3.04618501663208"
"52","1","20","7","30","0.01","PERF2","6738.19088201495","27.6735732696832","32.3367337325426","31.9369112069123","3.04616785049438"
"52","2","1","0","30","0.01","PERF1","6742.93620808797","19.8979045665214","31.8787424614925","24.3397255081929","3.18226385116577"
"52","2","14","5","30","0.01","PERF2","6742.93620808797","18.310943591763","36.5505698406552","36.0864807033288","3.05719304084778"
"52","3","8","3","30","0.001","PERF1","6751.82538797735","13.0906757066353","21.9531943157394","23.6639295600225","3.07918906211853"
"52","3","10","3","30","0.01","PERF2","6751.82538797735","13.9964078182893","33.4021189930874","34.3023497131922","3.05919194221497"
"52","4","41","14","30","0.01","PERF1","6739.0673247695","11.9247294621924","35.0230648134578","23.4215167584101","3.19927597045898"
"52","4","22","7","30","0.01","PERF2","6739.0673247695","30.6685005618564","34.8591222821735","35.2503988887394","3.06517887115479"
"52","5","1","0","30","0.01","PERF1","6734.66472128642","15.8823729160304","35.0825505032498","25.6480164213826","3.20328187942505"
"52","5","2","1","30","1e-04","PERF2","6734.66472128642","32.1016183441447","34.5948961826103","37.7673285699247","3.03916501998901"
"52","6","6","2","30","0.01","PERF1","6737.13032645163","17.4564577258066","22.954634822162","22.8782517572442","3.08917903900146"
"52","6","2","1","30","0.01","PERF2","6737.13032645163","45.0479343227645","36.2260402084438","36.1035355167221","3.1502411365509"
"52","7","2","1","30","0.01","PERF1","6751.03852608132","23.9087994513119","24.0548453136608","22.9719416192341","3.07517004013062"
"52","7","11","4","30","0.01","PERF2","6751.03852608132","13.2089387572822","32.0929272460162","31.7263029882146","3.0471658706665"
"52","8","5","2","30","0.001","PERF1","6745.64499496414","25.3144594623334","27.4563595904167","24.015546477307","3.03213810920715"
"52","8","14","5","30","0.01","PERF2","6745.64499496414","17.5441224348565","35.2411695753352","35.2203830479903","3.29435896873474"
"52","9","21","7","30","0.01","PERF1","6740.51306933213","14.3950807837929","23.3330192430432","23.7092729260713","3.12522315979004"
"52","9","14","5","30","0.01","PERF2","6740.51306933213","31.5127203405948","33.1343314929985","34.4699484455967","4.01385498046875"
"52","10","11","4","30","0.001","PERF1","6747.58261514979","12.7637815001643","22.3593182374015","22.262002887125","3.10722804069519"
"52","10","1","0","30","0.01","PERF2","6747.58261514979","23.2515519276173","41.4539743990884","34.4088677455282","3.10721015930176"
"52","11","11","4","30","0.001","PERF1","6736.59213506493","4.94931457478186","23.4387306723985","23.6286489022275","3.09118580818176"
"52","11","44","15","30","0.01","PERF2","6736.59213506493","18.0846435902001","41.1243923202375","37.6005228797466","3.25429797172546"
"52","12","20","7","30","0.01","PERF1","6751.20603472412","14.387658609817","24.1837323714","22.6326547134499","3.0271692276001"
"52","12","2","1","30","0.01","PERF2","6751.20603472412","13.1864674657165","28.3466183848825","32.0961383255514","3.0341579914093"
"52","13","23","8","30","0.01","PERF1","6747.14976000147","12.7844583833966","26.2345421710231","22.9010578825455","3.0651798248291"
"52","13","5","2","30","0.01","PERF2","6747.14976000147","15.5940037804215","35.7385642340257","35.7725256545412","3.08519601821899"
"52","14","2","1","30","0.01","PERF1","6735.14294885517","17.8688451108545","24.3823844624278","22.5936065709934","3.31437301635742"
"52","14","14","5","30","0.001","PERF2","6735.14294885517","19.8653941237128","32.8300069420145","31.6953695020578","3.07818794250488"
"52","15","9","3","30","0.01","PERF1","6742.31145175929","19.8166316099411","23.8108309230174","24.6518438550921","3.23029685020447"
"52","15","26","9","30","0.001","PERF2","6742.31145175929","11.7454580107344","34.5341615032904","33.3115848100456","3.10720992088318"
"52","16","23","8","30","0.001","PERF1","6739.302269666","9.44460314655507","23.3086139231535","23.1298063705116","3.33636021614075"
"52","16","5","2","30","0.01","PERF2","6739.302269666","14.7908005853254","32.7334362368299","37.1040817435668","3.12522196769714"
"52","17","5","2","30","0.001","PERF1","6746.45927178989","16.4010826327571","28.0471465669935","27.8067487203528","3.28933811187744"
"52","17","35","12","30","0.01","PERF2","6746.45927178989","18.5643709286788","37.5394628138955","35.4557851823534","3.170254945755"
"52","18","1","0","30","0.01","PERF1","6737.14200427819","13.939382351634","31.5933438945806","23.4730626505387","3.19727301597595"
"52","18","2","1","30","1e-05","PERF2","6737.14200427819","13.188737603799","34.8962794757288","35.4356486067003","3.13723182678223"
"52","19","20","7","30","0.01","PERF1","6743.327505194","17.3603245098241","23.9909751725842","22.6096518637376","3.09419918060303"
"52","19","32","11","30","0.01","PERF2","6743.327505194","12.2322849642125","43.7512313295537","36.254226525371","3.23031401634216"
"52","20","27","9","30","0.01","PERF1","6744.50684135792","23.3421242885752","27.2495797088423","24.131622220216","3.00914096832275"
"52","20","23","8","30","0.01","PERF2","6744.50684135792","39.795492046055","36.5778817242359","35.8598496497248","3.09119892120361"
"52","21","4","1","30","1e-04","PERF1","6740.13225108131","23.8712781065552","25.9682402860349","25.225618601075","3.24230599403381"
"52","21","2","1","30","0.01","PERF2","6740.13225108131","9.76398298494718","33.7198426973026","31.7348776100603","3.11119604110718"
"52","22","1","0","30","0.01","PERF1","6749.43195233064","11.0689355240463","31.1183455484732","21.9884738632755","3.11221408843994"
"52","22","2","1","30","1e-04","PERF2","6749.43195233064","25.1978484943233","38.5281322097475","34.6964572804725","3.21827006340027"
"52","23","5","2","30","1e-04","PERF1","6737.86991394362","13.8953489468552","24.4561775019566","25.3664787282489","3.33036613464355"
"52","23","2","1","30","0.01","PERF2","6737.86991394362","9.52020726817135","31.59991368346","32.2672502378588","3.06918287277222"
"52","24","12","4","30","0.01","PERF1","6748.76953237082","10.1679344711773","23.3948890706105","23.3580894735809","3.06916499137878"
"52","24","8","3","30","0.001","PERF2","6748.76953237082","10.8180816670677","36.0417133156225","42.1140234913412","3.05019497871399"
"52","25","8","3","30","0.01","PERF1","6738.84778897435","9.37446917463178","25.3497194957699","23.636070159334","3.07920813560486"
"52","25","1","0","30","0.01","PERF2","6738.84778897435","5.42971672415679","41.2088423501238","35.5260711612005","3.29536104202271"
"52","26","26","9","30","0.01","PERF1","6738.77647883147","12.0426089267298","25.1697912314568","21.4160393765195","3.16923809051514"
"52","26","29","10","30","0.01","PERF2","6738.77647883147","26.5927962223299","33.9843753458455","37.244590110793","3.0781729221344"
"52","27","4","1","30","0.01","PERF1","6742.96235923553","13.0218065322057","22.9438404962414","24.4119437288383","3.5395359992981"
"52","27","20","7","30","0.01","PERF2","6742.96235923553","8.98937117974533","31.8626808838626","31.9497808277426","3.22130990028381"
"52","28","8","3","30","0.01","PERF1","6747.55871659219","9.18008514701897","23.1985916271009","22.0332450260151","3.16423487663269"
"52","28","10","3","30","0.01","PERF2","6747.55871659219","13.2848164116233","34.1104724547441","31.7437362613232","3.32036304473877"
"52","29","34","11","30","0.01","PERF1","6739.23681418886","9.54183481458894","27.9963786194583","23.9099696890883","3.15824484825134"
"52","29","2","1","30","0.01","PERF2","6739.23681418886","14.6077398010787","31.9661577415956","33.924550998405","3.17824697494507"
"52","30","23","8","30","0.01","PERF1","6745.31699081379","17.1836596534735","26.5939216058799","22.4114433496256","3.16526889801025"
"52","30","3","1","30","1e-04","PERF2","6745.31699081379","13.9688872589384","30.5647205277863","35.1577864473445","3.17424011230469"
"104","1","10","3","30","0.001","PERF1","6730.47437290402","13.1765441044813","21.7714618466357","22.3098664023311","3.87874102592468"
"104","1","9","3","30","0.001","PERF2","6730.47437290402","20.089745093487","33.3208456689648","31.3116815039551","3.90476179122925"
"104","2","44","15","30","0.01","PERF1","6715.49463787481","15.2094970288352","25.3196264349581","23.3567720602108","4.0168571472168"
"104","2","2","1","30","0.01","PERF2","6715.49463787481","23.7912447497734","28.921607709115","30.457724514257","4.05288195610046"
