"SamplingSize","Metrics","AvgSampleDistance","Dis_ConfInteval_95%","ValidError(%)","ValidError_ConfInteval_95%","GeneralizedError(%)","Error_ConfInteval_95%","ASEMeanError(%)","ASEError_ConfInteval_95%","ModelTime(S)","MTime_ConfInteval_95%"
"52","PERF1","6742.64810599661","1.75066320916426","14.8743320231414","1.61281217689197","25.9328472943915","1.18306418008874","23.58438988157","0.382845253888152","3.15266983849662","0.0335214732282293"
"52","PERF2","6742.64810599661","1.75066320916426","18.5021343368989","2.98809762751124","34.9804614433321","1.08169463368165","34.6574275406768","0.707488411823766","3.13791158369609","0.0313875316784301"
"104","PERF1","6717.70930078559","1.05378969963046","15.5305533083415","1.75421202267489","22.9209173447766","0.392122265793598","22.6038386006179","0.226830008443312","3.92954468727112","0.0761318099513552"
"104","PERF2","6717.70930078559","1.05378969963046","21.9717131294425","3.18947495900135","30.8374012566658","1.20944556278351","31.4040869239659","0.569251913356407","3.96153180088316","0.0688832952624993"
"156","PERF1","6693.58925997796","1.74127082685379","17.921299561511","1.76031009770948","21.273367158668","0.427488270271267","22.1539388904902","0.223621274284164","4.15910258463451","0.0301897715160603"
"156","PERF2","6693.58925997796","1.74127082685379","20.4451400079763","1.92571720192057","27.3953542841827","1.07829137394278","31.1833486100662","0.497199081282454","4.22636169195175","0.0382973022389434"
"208","PERF1","6670.07024649571","1.58777531490023","15.9137875955504","0.941896550373771","20.4308807162367","0.421210388447794","21.9977205799688","0.185558164152884","4.65996025289808","0.0390765060688076"
"208","PERF2","6670.07024649571","1.58777531490023","21.7661454483513","1.21577230919603","24.5925347712111","1.0803449295985","31.0070489120659","0.303553173639237","4.7273251925196","0.0393656745911899"
"260","PERF1","6646.51596373264","1.28625992775228","16.5957484840939","1.15056138807271","19.6965058157901","0.386385952808196","21.9123325676847","0.149949356015875","5.18844139575958","0.0541924902161861"
"260","PERF2","6646.51596373264","1.28625992775228","18.9810004585434","1.52485984734758","22.0859277216798","0.950827770199587","30.8492191856982","0.478975916087281","5.36049010923931","0.0508349127212492"
"312","PERF1","6622.79762023132","1.14622981128309","15.4710746057205","0.7411236588398","18.8317302427131","0.478223961996086","21.8780200338196","0.138017417401259","5.67900420086724","0.0431615227552688"
"312","PERF2","6622.79762023132","1.14622981128309","18.2531807069999","1.06722343715706","21.2391358957568","0.586870103505274","30.9383250547608","0.339844808509187","5.91463479825429","0.0623801151538506"
"364","PERF1","6599.56807484791","1.57104666178969","15.8069471960321","0.735267468482866","17.7548772457652","0.433865637388426","21.8408192179797","0.13672803843372","6.19233370678765","0.0415207807313985"
