"SamplingSize","SampleID","minsplit","minbucket","maxdepth","complexity","Metrics","AvgSampleDistance","ValidError","GeneralizedError","ASEMeanError","ModelTime"
"26","1","1","0","30","0.01","PERF1","79.1520833333328","7.67679770206029","81.8740108678123","16.6505046379142","0.859611988067627"
"26","1","2","1","30","0.01","PERF2","79.1520833333328","3.08943890825615","2.95620850674636","8.33295406883974","0.829589128494263"
"26","2","2","1","30","0.001","PERF1","79.6729166666661","17.7852488504893","14.8913359801703","15.3629612183654","0.83659291267395"
"26","2","2","1","30","1e-05","PERF2","79.6729166666661","0.503177329890644","6.89781456751242","7.69494706787452","0.995707988739014"
"26","3","1","0","30","0.01","PERF1","84.7562499999995","11.0757833321048","86.010155750387","16.9070607447294","0.834609985351562"
"26","3","3","1","30","1e-04","PERF2","84.7562499999995","2.03241904080761","7.19425005696588","7.67056498329559","0.817600011825562"
"26","4","2","1","30","0.001","PERF1","81.2666666666661","3.68452753724598","14.0950181094301","19.0280987333866","0.821568965911865"
"26","4","2","1","30","0.001","PERF2","81.2666666666661","0.886666000203401","2.58546856268662","7.07438137805692","0.838595151901245"
"26","5","2","1","30","0.001","PERF1","81.2562499999994","48.5861552451716","13.9871481369071","16.2169592939946","0.912630796432495"
"26","5","9","3","30","0.001","PERF2","81.2562499999994","1.43319590342436","6.92818815762321","7.17730731952969","0.912666797637939"
"26","6","2","1","30","0.001","PERF1","82.6833333333328","2.88253161717665","25.1355172331028","18.3867576210664","0.873619079589844"
"26","6","2","1","30","0.01","PERF2","82.6833333333328","0.477208413879217","7.60180167903188","7.59101525679877","0.908648014068604"
"26","7","4","1","30","0.001","PERF1","83.4906249999994","2.05569727173954","15.8329872512269","16.1442559844188","0.836610078811646"
"26","7","4","1","30","1e-05","PERF2","83.4906249999994","1.62987296389126","2.31017824847121","3.1786647885433","0.861630916595459"
"26","8","8","3","30","0.01","PERF1","80.9124999999994","3.7586739582467","19.5627041992761","19.9042931760472","0.987704038619995"
"26","8","2","1","30","0.01","PERF2","80.9124999999994","0.643708022594745","2.72126234915666","2.72333544862486","0.85359001159668"
"26","9","8","3","30","0.001","PERF1","82.9541666666661","10.2775762353528","32.1594496932568","33.2523138615673","1.45605206489563"
"26","9","5","2","30","0.001","PERF2","82.9541666666661","2.41323667633404","2.35829355418339","6.58017460256977","1.4230101108551"
"26","10","2","1","30","0.01","PERF1","81.0895833333328","22.1797411090289","16.5246379662337","16.1351147153313","1.04174304008484"
"26","10","2","1","30","1e-06","PERF2","81.0895833333328","1.20629529306117","2.48326706159396","7.81098595249723","0.841583013534546"
"26","11","2","1","30","0.001","PERF1","79.5999999999994","3.40362030308137","22.9612041567711","24.905411460426","0.843600034713745"
"26","11","14","5","30","0.01","PERF2","79.5999999999994","3.61400728418405","12.684408110819","8.19341376859564","0.90764594078064"
"26","12","7","2","30","0.01","PERF1","79.3604166666661","8.47472152531444","16.4294487585758","16.0636452679451","0.835610866546631"
"26","12","2","1","30","0.001","PERF2","79.3604166666661","1.67062687394586","2.26344602792844","6.933499294478","0.848603010177612"
"26","13","2","1","30","0.01","PERF1","80.3916666666661","9.84747938417566","16.6503642638128","15.5864596930625","0.820564985275269"
"26","13","7","2","30","1e-04","PERF2","80.3916666666661","2.45758958631949","2.79743818311091","8.26909241958723","0.867599964141846"
"26","14","3","1","30","0.001","PERF1","84.5114583333328","8.49351249076407","19.3356643999858","16.6634699491976","0.875623226165771"
"26","14","2","1","30","1e-04","PERF2","84.5114583333328","0.606710869518288","2.56949756976512","9.26230076903674","0.821568012237549"
"26","15","5","2","30","0.01","PERF1","82.3708333333328","3.61098985609207","17.0673642150023","17.0932068885949","0.828573226928711"
"26","15","2","1","30","1e-05","PERF2","82.3708333333328","1.3451280495861","2.60985698982183","13.1302879760363","0.85158896446228"
"26","16","2","1","30","0.01","PERF1","86.3447916666661","6.82450222571207","15.8291226298137","15.6560124419618","0.876623153686523"
"26","16","2","1","30","0.01","PERF2","86.3447916666661","2.99900368700499","3.03992416753681","8.1571701606707","0.920655012130737"
"26","17","2","1","30","0.001","PERF1","82.2666666666661","3.44169791706396","17.7838454506268","17.7013687132578","0.942686796188354"
"26","17","4","1","30","1e-04","PERF2","82.2666666666661","2.14217917571245","2.12675392502847","2.76059857799516","1.155837059021"
"26","18","13","4","30","0.01","PERF1","80.3604166666661","7.17790082413106","44.8193086669496","15.2287536224786","0.881640195846558"
"26","18","2","1","30","0.01","PERF2","80.3604166666661","1.70977819236178","2.91309626269405","7.76209675622516","0.886634826660156"
"26","19","2","1","30","0.001","PERF1","79.2458333333328","9.02694501929016","21.202780001077","16.9370110871645","0.847618103027344"
"26","19","8","3","30","0.01","PERF2","79.2458333333328","1.31432054276832","7.44565663746984","6.98070684716081","0.879608154296875"
"26","20","3","1","30","0.001","PERF1","84.7354166666661","7.12718181457493","17.4551498572679","14.2787664256648","0.867599010467529"
"26","20","5","2","30","0.01","PERF2","84.7354166666661","2.03268854720395","7.36705071279882","7.38169396420852","0.877606868743896"
"26","21","5","2","30","0.001","PERF1","80.7874999999994","4.87535671102024","14.7964730599561","16.3327209553632","0.866616010665894"
"26","21","2","1","30","0.01","PERF2","80.7874999999994","1.71669212639381","2.78948644969571","6.98630877678615","0.855611085891724"
"26","22","9","3","30","0.01","PERF1","80.6416666666661","0.466131023991278","46.2309464237902","46.7231394323145","0.886628866195679"
"26","22","7","2","30","1e-04","PERF2","80.6416666666661","3.30365136327836","7.22123516242217","8.0057257438878","0.865617990493774"
"26","23","6","2","30","0.01","PERF1","79.4020833333328","9.40468584918453","20.2548407714073","20.0368780913","0.860594034194946"
"26","23","5","2","30","0.001","PERF2","79.4020833333328","4.7992104382266","2.74431449651483","2.88752312288038","0.872639179229736"
"26","24","8","3","30","0.01","PERF1","80.2562499999994","21.2779555251468","17.3243131093876","16.4749613422243","0.881626844406128"
"26","24","2","1","30","1e-04","PERF2","80.2562499999994","2.15348927992339","2.45106674589537","8.15166455043463","0.871618032455444"
"26","25","2","1","30","0.001","PERF1","82.4958333333328","5.30901968223523","14.8955404170629","12.5524521528131","0.864598035812378"
"26","25","2","1","30","0.01","PERF2","82.4958333333328","6.4709599765232","2.8784343089234","7.59876713600273","0.870619058609009"
"26","26","8","3","30","0.01","PERF1","83.7093749999994","4.03914499867622","16.7172080783342","16.4332713504872","0.863602876663208"
"26","26","2","1","30","0.001","PERF2","83.7093749999994","3.2372045608267","3.00466203146116","7.44963221279432","0.868618011474609"
"26","27","2","1","30","0.01","PERF1","81.9541666666661","7.90486258881546","22.7905174262684","22.8972527753382","0.879637002944946"
"26","27","2","1","30","1e-05","PERF2","81.9541666666661","1.75075114706954","2.24937206152956","13.1637984686373","0.859626054763794"
"26","28","2","1","30","1e-04","PERF1","80.1572916666661","10.5081206517512","15.4199171527618","20.993541205372","0.840596199035645"
"26","28","2","1","30","1e-04","PERF2","80.1572916666661","0.388696751863642","2.77402613746485","11.7140252427272","0.881615161895752"
"26","29","2","1","30","0.01","PERF1","79.0010416666661","20.8166871998874","19.2977631273663","19.2268413932254","0.86561393737793"
"26","29","2","1","30","1e-04","PERF2","79.0010416666661","0.598698723207471","2.90947068040811","6.65024664635824","0.868635892868042"
"26","30","2","1","30","0.01","PERF1","83.4645833333328","3.33958209879947","16.0927154367451","16.1607787258101","0.881623983383179"
"26","30","2","1","30","1e-04","PERF2","83.4645833333328","5.37604173421504","2.52222537617345","12.9128418672595","0.864632844924927"
